plaqueId	category	key	value
sir-adam-becks-birthplace	location	region	Southwestern Ontario
sir-adam-becks-birthplace	location	county	Regional Municipality of Waterloo
sir-adam-becks-birthplace	location	municipality	Township of Wilmot
sir-adam-becks-birthplace	location	address	In front of Baden Public School, 220 Snyder's Road East, Baden - west of Kitchener on Regional Road 6
sir-adam-becks-birthplace	themes	theme	Buildings and structures
sir-adam-becks-birthplace	themes	theme	Industry and trade
sir-allen-bristol-aylesworth-1854-1952	details	title	Sir Allen Bristol Aylesworth 1854-1952
sir-allen-bristol-aylesworth-1854-1952	details	text	A native of Newburgh, Aylesworth was elected to the federal parliament in 1905 and held a number of appointments in the Laurier cabinet. He also served as a Canadian member of the Alaska Boundary Tribunal in 1903 and as a British representative at the North Atlantic Fisheries Arbitration in The Hague in 1910-11.
sir-allen-bristol-aylesworth-1854-1952	location	region	Eastern Ontario
sir-allen-bristol-aylesworth-1854-1952	location	county	County of Lennox and Addington
sir-allen-bristol-aylesworth-1854-1952	location	municipality	Township of Stone Mills
sir-allen-bristol-aylesworth-1854-1952	location	address	At the municipal office, Main Street, Newburgh
sir-allen-bristol-aylesworth-1854-1952	themes	theme	People
sir-allen-bristol-aylesworth-1854-1952	themes	theme	Politics and law
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	details	title	Sir Ambrose Thomas Stanton, M.D., K.C.M.G. 1875-1938
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	details	text	A distinguished authority in tropical medicine, Stanton was born in Clarke Township. He spent most of his professional life working for the British Colonial Office in the Far East. Among his many achievements was the discovery, made in 1907 with Henry Fraser, that beriberi was caused by a dietary deficiency.
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	location	region	Greater Toronto Area
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	location	county	Regional Municipality of Durham
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	location	municipality	Municipality of Clarington
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	location	address	On the grounds of the Clarke Museum and Archives, off Highway 35/115, Kirby
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	themes	theme	People
sir-ambrose-thomas-stanton-md-kcmg-1875-1938	themes	theme	Scientific and technological innovations
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	details	title	Sir Byron Edmund Walker, C.V.O., LL.D., D.C.L. 1848-1924
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	details	text	Born in Haldimand County, Walker joined the new Canadian Bank of Commerce at an early age, transforming it into one of Canada's leading financial institutions. He helped to author the Bank Act, cornerstone of Canada's national banking system. By 1907, he was president of the Bank of Commerce, a position he held until 1924. Walker was also a generous patron of the arts, helping to found and nurture many of Canada's cultural and educational institutions, including the University of Toronto, National Gallery of Canada, Champlain Society, Appleby School, Art Gallery of Ontario and Royal Ontario Museum. In 1910, King George V knighted Walker for his contributions to business and the arts. Walker assembled land in Innisfil Township for a family retreat that his wife Mary named "Innisfree" and built Innisfree Farm in 1913.
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	location	region	Central Ontario
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	location	county	County of Simcoe
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	location	municipality	Town of Innisfil
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	location	address	At Innisfree Farm, 1176 Second Line, Town of Innisfil.
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	themes	theme	Arts and culture
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	themes	theme	Education
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	themes	theme	Industry and trade
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	themes	theme	People
sir-byron-edmund-walker-cvo-lld-dcl-1848-1924	themes	theme	Politics and law
sir-casimir-s-gzowski-1813-1898	details	title	Sir Casimir S. Gzowski 1813-1898
sir-casimir-s-gzowski-1813-1898	details	text	Following the Polish uprising of 1830, Gzowski came to North America and in 1841 settled in Upper Canada. A highly skilled engineer, he organized the company that constructed the Grand Trunk Railway from Toronto to Sarnia between 1853 and 1857. From 1885 to 1893, he served as first chairman of the Niagara Falls Parks Commission.
sir-casimir-s-gzowski-1813-1898	location	region	Niagara Falls and Region
sir-casimir-s-gzowski-1813-1898	location	county	Regional Municipality of Niagara
sir-casimir-s-gzowski-1813-1898	location	municipality	City of Niagara Falls
sir-casimir-s-gzowski-1813-1898	location	address	On the grounds of the Niagara Parks Commission administration building, 7400 Portage Road South, Niagara Falls
sir-casimir-s-gzowski-1813-1898	themes	theme	Environment
sir-casimir-s-gzowski-1813-1898	themes	theme	Scientific and technological innovations
sir-casimir-s-gzowski-1813-1898	themes	theme	Transportation systems and communications
sir-collingwood-schreiber-1831-1918	details	title	Sir Collingwood Schreiber 1831-1918
sir-collingwood-schreiber-1831-1918	details	text	Schreiber's training in England as a civil engineer enabled him to play a prominent role in Canada during the country's years of railway expansion. He was associated with both the Northern and Intercolonial railways prior to succeeding Sandford Fleming as engineer-in-chief of the Canadian Pacific Railway in 1880. In 1885, the community of Isbester's Landing was renamed in his honour.
sir-collingwood-schreiber-1831-1918	location	region	Northern Ontario
sir-collingwood-schreiber-1831-1918	location	county	District of Thunder Bay
sir-collingwood-schreiber-1831-1918	location	municipality	Township of Schreiber
sir-collingwood-schreiber-1831-1918	location	address	In Cenotaph Park, northwest corner of Scotia and Winnipeg Streets, Schreiber
sir-collingwood-schreiber-1831-1918	themes	theme	Communities
sir-collingwood-schreiber-1831-1918	themes	theme	People
sir-collingwood-schreiber-1831-1918	themes	theme	Transportation systems and communications
sir-daniel-wilson	details	title	Sir Daniel Wilson
sir-daniel-wilson	details	text	A scholar of diverse interests and talents, Daniel Wilson was appointed to the chair of history and English literature at the University of Toronto in 1853. As president of University College (1880-92) and the first president of the federated University of Toronto, Wilson helped shape the young university.
sir-daniel-wilson	location	region	Greater Toronto Area
sir-daniel-wilson	location	county	City of Toronto (District)
sir-daniel-wilson	location	municipality	City of Toronto
sir-daniel-wilson	location	address	Croft Chapter House, University College, University of Toronto, Toronto
sir-daniel-wilson	themes	theme	Education
sir-daniel-wilson	themes	theme	People
sir-edward-peacock-gcvo-1871-1962310	details	title	Sir Edward Peacock, G.C.V.O. 1871-1962
sir-edward-peacock-gcvo-1871-1962310	details	text	A native of St Elmo, the internationally renowned financier Sir Edward Peacock lived most of his professional life in London, England, where for 40 years he served as a director of the Bank of England.
sir-edward-peacock-gcvo-1871-1962310	location	region	Eastern Ontario
sir-edward-peacock-gcvo-1871-1962310	location	county	United Counties of Stormont, Dundas and Glengarry
sir-edward-peacock-gcvo-1871-1962310	location	municipality	Township of North Glengarry
sir-edward-peacock-gcvo-1871-1962310	location	address	At the parish hall of Gordon Presbyterian Church, St. Elmo - north of Maxville on County Road 20
sir-edward-peacock-gcvo-1871-1962310	themes	theme	Industry and trade
sir-edward-peacock-gcvo-1871-1962310	themes	theme	People
sir-edward-peacock-gcvo-1871-1962732	details	title	Sir Edward Peacock G.C.V.O. 1871-1962
sir-edward-peacock-gcvo-1871-1962732	details	text	Peacock taught at Upper Canada College before joining the Dominion Securities Corporation, a prominent investment company. In 1907, he was transferred to London, England to manage the firm's European office where he played an increasingly important role in the international securities market.
sir-edward-peacock-gcvo-1871-1962732	location	region	International
sir-edward-peacock-gcvo-1871-1962732	location	county	United Kingdom
sir-edward-peacock-gcvo-1871-1962732	location	municipality	London, England
sir-edward-peacock-gcvo-1871-1962732	location	address	In the Bank of England, London, England
sir-edward-peacock-gcvo-1871-1962732	themes	theme	Education
sir-edward-peacock-gcvo-1871-1962732	themes	theme	Industry and trade
sir-edward-peacock-gcvo-1871-1962732	themes	theme	People
sir-edward-wentworth-beatty-1877-1943	details	title	Sir Edward Wentworth Beatty 1877-1943
sir-edward-wentworth-beatty-1877-1943	details	text	Born in Thorold, Beatty attended the University of Toronto and Osgoode Hall. In 1898, he joined the legal department of Canadian Pacific Railway (CPR) in Montreal and became the company's first Canadian-born president at the age of 41. He led the CPR in head-to-head competition with Canadian National Railways and was responsible for building the Royal York Hotel in Toronto and the "Empress of Britain" luxury liner. He was knighted in 1935. During the Second World War, Beatty assisted the Canadian war effort by coordinating shipping and rail transport, until his health deteriorated in 1941. Before retiring from the CPR the following year, he helped establish Canadian Pacific Airways. A lifelong philanthropist, on his death in 1943 Sir Edward left half his estate to charity.
sir-edward-wentworth-beatty-1877-1943	location	region	Niagara Falls and Region
sir-edward-wentworth-beatty-1877-1943	location	county	Regional Municipality of Niagara
sir-edward-wentworth-beatty-1877-1943	location	municipality	City of Thorold
sir-edward-wentworth-beatty-1877-1943	location	address	At the Sir Edward Beatty House, 13 Sullivan Avenue, Thorold
sir-edward-wentworth-beatty-1877-1943	themes	theme	Industry and trade
sir-edward-wentworth-beatty-1877-1943	themes	theme	People
sir-edward-wentworth-beatty-1877-1943	themes	theme	Transportation systems and communications
sir-francis-hincks-at-renfrew	details	title	Sir Francis Hincks at Renfrew
sir-francis-hincks-at-renfrew	details	text	A prominent figure in Upper Canada, Hincks purchased land north of the Bonnechère River in 1853. By subdividing his holdings into town lots and donating land for a public square, he contributed substantially to the development of Renfrew as a community.
sir-francis-hincks-at-renfrew	location	region	Eastern Ontario
sir-francis-hincks-at-renfrew	location	county	County of Renfrew
sir-francis-hincks-at-renfrew	location	municipality	Town of Renfrew
sir-francis-hincks-at-renfrew	location	address	At Bruce and Albert Streets on the lot he donated for a public square, Renfrew
sir-francis-hincks-at-renfrew	themes	theme	Communities
sir-francis-hincks-at-renfrew	themes	theme	Industry and trade
sir-francis-hincks-at-renfrew	themes	theme	People
sir-george-w-ross-1841-1914	details	title	Sir George W. Ross 1841-1914
sir-george-w-ross-1841-1914	details	text	Born near Nairn, George Ross was a teacher and school inspector before he entered politics in 1872. He served as minister of education in the Mowat government and, following the retirement of A.S. Hardy, became the fifth prime minister of Ontario between 1899 and 1905.
sir-george-w-ross-1841-1914	location	region	Southwestern Ontario
sir-george-w-ross-1841-1914	location	county	County of Middlesex
sir-george-w-ross-1841-1914	location	municipality	Municipality of North Middlesex
sir-george-w-ross-1841-1914	location	address	On the grounds of East Williams Memorial Public School, Queen Street, Nairn - County Road 19 south of Highway 7
sir-george-w-ross-1841-1914	themes	theme	Education
sir-george-w-ross-1841-1914	themes	theme	People
sir-george-w-ross-1841-1914	themes	theme	Politics and law
sir-gilbert-parker-1862-1932	details	title	Sir Gilbert Parker 1862-1932
sir-gilbert-parker-1862-1932	details	text	A native of Camden East, Parker pursued a career in journalism in Australia before moving to England in 1889. There he gained a considerable reputation as a writer of historical novels, many of which were set in French Canada. Probably the best known of his works is The Seats of the Mighty.
sir-gilbert-parker-1862-1932	location	region	Eastern Ontario
sir-gilbert-parker-1862-1932	location	county	County of Lennox and Addington
sir-gilbert-parker-1862-1932	location	municipality	Township of Stone Mills
sir-gilbert-parker-1862-1932	location	address	On the grounds of St. Luke's Anglican Church, County Road 4, Camden East
sir-gilbert-parker-1862-1932	themes	theme	Arts and culture
sir-gilbert-parker-1862-1932	themes	theme	People
sir-james-pliny-whitney-1843-1914	details	title	Sir James Pliny Whitney 1843-1914
sir-james-pliny-whitney-1843-1914	details	text	Elected to the Ontario legislature in 1888, Whitney, who was born in Williamsburg Township, served as leader of the opposition for nine years. With the Liberal defeat in 1905 he became Ontario's sixth prime minister, a post he held until his death.
sir-james-pliny-whitney-1843-1914	location	region	Eastern Ontario
sir-james-pliny-whitney-1843-1914	location	county	United Counties of Stormont, Dundas and Glengarry
sir-james-pliny-whitney-1843-1914	location	municipality	Township of South Dundas
sir-james-pliny-whitney-1843-1914	location	address	On the grounds of Holy Trinity Church, Riverside Heights, County Road 2, east of Morrisburg
sir-james-pliny-whitney-1843-1914	themes	theme	People
sir-james-pliny-whitney-1843-1914	themes	theme	Politics and law
sir-john-a-macdonald-1815-1891	details	title	Sir John A. Macdonald 1815-1891
sir-john-a-macdonald-1815-1891	details	text	John A. Macdonald was born in Glasgow. After coming to Canada in 1820, Macdonald was elected to the provincial legislature. He played a leading role in Canadian Confederation becoming Canada’s first prime minister in 1867.
sir-john-a-macdonald-1815-1891	location	region	International
sir-john-a-macdonald-1815-1891	location	county	United Kingdom
sir-john-a-macdonald-1815-1891	location	municipality	Glasgow, Scotland
sir-john-a-macdonald-1815-1891	location	address	At Ramshorn Theatre, University of Strathclyde, Glasgow, Scotland
sir-john-a-macdonald-1815-1891	themes	theme	People
sir-john-a-macdonald-1815-1891	themes	theme	Politics and law
sir-john-cunningham-mclennan-1867-1935	details	title	Sir John Cunningham McLennan 1867-1935
sir-john-cunningham-mclennan-1867-1935	details	text	A distinguished Canadian scientist, McLennan achieved worldwide recognition for his work in spectroscopy and low-temperature research. During his long career at the University of Toronto, he developed the physics laboratory, which now bears his name, into a first-rate teaching and research institution.
sir-john-cunningham-mclennan-1867-1935	location	region	Southwestern Ontario
sir-john-cunningham-mclennan-1867-1935	location	county	County of Perth
sir-john-cunningham-mclennan-1867-1935	location	municipality	City of Stratford
sir-john-cunningham-mclennan-1867-1935	location	address	On the Avon River footpath, behind 203 William Street, the former McLennan family home, Stratford
sir-john-cunningham-mclennan-1867-1935	themes	theme	Education
sir-john-cunningham-mclennan-1867-1935	themes	theme	People
sir-john-cunningham-mclennan-1867-1935	themes	theme	Scientific and technological innovations
sir-john-harvey-1778-1852	details	title	Sir John Harvey 1778-1852
sir-john-harvey-1778-1852	details	text	On the evening of June 5, 1813 Harvey led a contingent of 700 men in a surprise attack against an invading force of 3,000 American troops camped at Stoney Creek. The successful rout is generally considered to be the turning point in the War of 1812.
sir-john-harvey-1778-1852	location	region	Southwestern Ontario
sir-john-harvey-1778-1852	location	county	City of Hamilton (District)
sir-john-harvey-1778-1852	location	municipality	City of Hamilton
sir-john-harvey-1778-1852	location	address	In Harvey Park, the site from which Harvey set out, York Boulevard near Dundurn Street, Hamilton
sir-john-harvey-1778-1852	themes	theme	People
sir-john-harvey-1778-1852	themes	theme	War and conflict
sir-john-johnsons-mills	details	title	Sir John Johnson's Mills
sir-john-johnsons-mills	details	text	Johnson's loyalist sympathies during the American Revolution led him to settle in Upper Canada at the close of that war. He built a sawmill and grist-mill on the banks of the Raisin River about 1790 around which the community of Williamstown developed.
sir-john-johnsons-mills	location	region	Eastern Ontario
sir-john-johnsons-mills	location	county	United Counties of Stormont, Dundas and Glengarry
sir-john-johnsons-mills	location	municipality	Township of South Dundas
sir-john-johnsons-mills	location	address	At the site of the former mills, John Street, Williamstown
sir-john-johnsons-mills	themes	theme	Buildings and structures
sir-john-johnsons-mills	themes	theme	Communities
sir-john-johnsons-mills	themes	theme	Industry and trade
sir-john-johnsons-mills	themes	theme	War and conflict
sir-john-lefroy-1817-1890	details	title	Sir John Lefroy 1817-1890
sir-john-lefroy-1817-1890	details	text	An officer in the Royal Artillery, Lefroy was posted to Canada from 1842 to 1853. Here he conducted the first comprehensive magnetic and meteorological survey in British North America and served as director of the magnetic observatory at Toronto.
sir-john-lefroy-1817-1890	location	region	Greater Toronto Area
sir-john-lefroy-1817-1890	location	county	City of Toronto (District)
sir-john-lefroy-1817-1890	location	municipality	City of Toronto
sir-john-lefroy-1817-1890	location	address	In front of the Sandford Fleming Building, the site of the former magnetic observatory, 10 King's College Road, University of Toronto, Toronto
sir-john-lefroy-1817-1890	themes	theme	People
sir-john-lefroy-1817-1890	themes	theme	Scientific and technological innovations
sir-john-lefroy-1817-1890	themes	theme	War and conflict
sir-john-stephen-willison-1856-1927	details	title	Sir John Stephen Willison 1856-1927
sir-john-stephen-willison-1856-1927	details	text	An influential political journalist and proponent of imperial federation, Willison, who was born near Zurich, began his career with the London Advertiser. He worked on several major newspapers, writing about Canadian affairs with detachment and clarity. His published works include a biography of Sir Wilfrid Laurier.
sir-john-stephen-willison-1856-1927	location	region	Southwestern Ontario
sir-john-stephen-willison-1856-1927	location	county	County of Huron
sir-john-stephen-willison-1856-1927	location	municipality	Municipality of Bluewater
sir-john-stephen-willison-1856-1927	location	address	Huron County Library - Zurich Branch, at 10 Goshen Street North (the intersection of Main Street and Goshen Street North), Zurich.
sir-john-stephen-willison-1856-1927	themes	theme	Arts and culture
sir-john-stephen-willison-1856-1927	themes	theme	People
sir-john-stephen-willison-1856-1927	themes	theme	Politics and law
sir-mackenzie-bowell-kcmg-1823-1917	details	title	Sir Mackenzie Bowell, K.C.M.G. 1823-1917
sir-mackenzie-bowell-kcmg-1823-1917	details	text	During his distinguished public career, Bowell combined journalistic interests, business activities and politics. A long-time resident of Belleville, he represented North Hastings for 25 years and served as prime minister of Canada from 1894 to 1896.
sir-mackenzie-bowell-kcmg-1823-1917	location	region	Eastern Ontario
sir-mackenzie-bowell-kcmg-1823-1917	location	county	County of Hastings
sir-mackenzie-bowell-kcmg-1823-1917	location	municipality	City of Belleville
sir-mackenzie-bowell-kcmg-1823-1917	location	address	In front of his former home, 194 William Street, Belleville
sir-mackenzie-bowell-kcmg-1823-1917	themes	theme	People
sir-mackenzie-bowell-kcmg-1823-1917	themes	theme	Politics and law
sir-oliver-mowat-1820-1903	details	title	Sir Oliver Mowat 1820-1903
sir-oliver-mowat-1820-1903	details	text	During a long life of public service, Kingston native Oliver Mowat held many responsible positions, ranging from postmaster-general of the Province of Canada to lieutenant-governor of Ontario. He succeeded Edward Blake as the province's third prime minister in 1872 and retained that post for almost 24 years.
sir-oliver-mowat-1820-1903	location	region	Eastern Ontario
sir-oliver-mowat-1820-1903	location	county	County of Frontenac
sir-oliver-mowat-1820-1903	location	municipality	City of Kingston
sir-oliver-mowat-1820-1903	location	address	On the grounds of the Frontenac County Court House, Court Street, Kingston
sir-oliver-mowat-1820-1903	themes	theme	People
sir-oliver-mowat-1820-1903	themes	theme	Politics and law
sir-richard-bonnycastle-1791-1847	details	title	Sir Richard Bonnycastle 1791-1847
sir-richard-bonnycastle-1791-1847	details	text	A distinguished officer of the Royal Engineers, Bonnycastle played a prominent role in the construction of Fort Henry and the defence of Kingston during the Rebellion of 1837. He travelled widely in British North America and wrote several books dealing with contemporary Canadian life as well as works of history.
sir-richard-bonnycastle-1791-1847	location	region	Eastern Ontario
sir-richard-bonnycastle-1791-1847	location	county	County of Frontenac
sir-richard-bonnycastle-1791-1847	location	municipality	City of Kingston
sir-richard-bonnycastle-1791-1847	location	address	In the parade square at Fort Henry, just east of Kingston at the junction of County Road 2 and Highway 15
sir-richard-bonnycastle-1791-1847	themes	theme	Arts and culture
sir-richard-bonnycastle-1791-1847	themes	theme	People
sir-richard-bonnycastle-1791-1847	themes	theme	War and conflict
sir-rodmond-p-roblin-1853-1937	details	title	Sir Rodmond P. Roblin 1853-1937
sir-rodmond-p-roblin-1853-1937	details	text	A native of Prince Edward County, Roblin moved to Winnipeg at the age of twenty-four and entered provincial politics. During his influential years as premier of Manitoba (1900-1915), he ardently promoted western grain trade and railway expansion, and made a significant contribution to that province's economic and social development.
sir-rodmond-p-roblin-1853-1937	location	region	Eastern Ontario
sir-rodmond-p-roblin-1853-1937	location	county	County of Prince Edward (District)
sir-rodmond-p-roblin-1853-1937	location	municipality	County of Prince Edward
sir-rodmond-p-roblin-1853-1937	location	address	At the former Roblin homestead, Bethesda Road, off County Road 15, about 16 km north of Picton
sir-rodmond-p-roblin-1853-1937	themes	theme	Industry and trade
sir-rodmond-p-roblin-1853-1937	themes	theme	People
sir-rodmond-p-roblin-1853-1937	themes	theme	Politics and law
sir-rodmond-p-roblin-1853-1937	themes	theme	Transportation systems and communications
sir-roger-hale-sheaffe-1763-1851	details	title	Sir Roger Hale Sheaffe 1763-1851
sir-roger-hale-sheaffe-1763-1851	details	text	A veteran of the American Revolution and the Napoleonic Wars, Sheaffe was second-in-command to Major-General Sir Isaac Brock in 1812. Following the latter's death on October 13, Sheaffe rallied his forces and successfully drove the invading American forces from Queenston Heights.
sir-roger-hale-sheaffe-1763-1851	location	region	Niagara Falls and Region
sir-roger-hale-sheaffe-1763-1851	location	county	Regional Municipality of Niagara
sir-roger-hale-sheaffe-1763-1851	location	municipality	Town of Niagara-on-the-Lake
sir-roger-hale-sheaffe-1763-1851	location	address	Near the Brock Monument in Queenston Memorial Park, Queenston
sir-roger-hale-sheaffe-1763-1851	themes	theme	People
sir-roger-hale-sheaffe-1763-1851	themes	theme	War and conflict
sir-sandford-fleming-1827-191532	details	title	Sir Sandford Fleming 1827-1915
sir-sandford-fleming-1827-191532	details	text	A pioneer in world communications, Fleming was born in Scotland where he trained as an engineer and surveyor before settling in the Peterborough area in 1845. Of his many achievements, he is probably best known as the inventor of Standard Time, the universal system for reckoning time that was adopted in 1884.
sir-sandford-fleming-1827-191532	location	region	Central Ontario
sir-sandford-fleming-1827-191532	location	county	County of Peterborough
sir-sandford-fleming-1827-191532	location	municipality	City of Peterborough
sir-sandford-fleming-1827-191532	location	address	In Fleming Park, Aylmer Road and Brock Streets, Peterborough
sir-sandford-fleming-1827-191532	themes	theme	People
sir-sandford-fleming-1827-191532	themes	theme	Scientific and technological innovations
sir-sandford-fleming-1827-191532	themes	theme	Transportation systems and communications
sir-sandford-fleming-1827-1915727	details	title	Sir Sandford Fleming 1827-1915
sir-sandford-fleming-1827-1915727	details	text	A pioneer in world communications, Fleming was born in Scotland where he trained as an engineer and surveyor before settling in the Peterborough area in 1845. Of his many achievements, he is probably best known as the inventor of Standard Time, the universal system for reckoning time that was adopted in 1884.
sir-sandford-fleming-1827-1915727	location	region	International
sir-sandford-fleming-1827-1915727	location	county	United Kingdom
sir-sandford-fleming-1827-1915727	location	municipality	Fifeshire, Scotland
sir-sandford-fleming-1827-1915727	location	address	At the War Memorial Gardens in Kirkcaldy, Fifeshire, Scotland
sir-sandford-fleming-1827-1915727	themes	theme	People
sir-sandford-fleming-1827-1915727	themes	theme	Scientific and technological innovations
sir-william-c-van-horne-1843-1915	details	title	Sir William C. Van Horne 1843-1915
sir-william-c-van-horne-1843-1915	details	text	After a brilliant career with a number of railway companies in the United States, Van Horne became the general manager of the Canadian Pacific Railway in 1881. Despite physical difficulties, the transcontinental line was rapidly extended westward under his supervision and, with its completion in 1885, Canadian unity was ensured.
sir-william-c-van-horne-1843-1915	location	region	Northern Ontario
sir-william-c-van-horne-1843-1915	location	county	District of Thunder Bay
sir-william-c-van-horne-1843-1915	location	municipality	City of Thunder Bay
sir-william-c-van-horne-1843-1915	location	address	In the municipal park opposite the public utilities building, off Cumberland Street, Thunder Bay
sir-william-c-van-horne-1843-1915	themes	theme	People
sir-william-c-van-horne-1843-1915	themes	theme	Transportation systems and communications
sir-william-campbell-1758-1834	details	title	Sir William Campbell 1758-1834
sir-william-campbell-1758-1834	details	text	Campbell served as chief justice of the King's Bench and as speaker of the legislative council in Upper Canada during the late 1820s. He was the first judge in the province to receive a knighthood.
sir-william-campbell-1758-1834	location	region	Greater Toronto Area
sir-william-campbell-1758-1834	location	county	City of Toronto (District)
sir-william-campbell-1758-1834	location	municipality	City of Toronto
sir-william-campbell-1758-1834	location	address	On the grounds of Campbell House, now a museum, 160 Queen Street West at University Avenue, Toronto
sir-william-campbell-1758-1834	themes	theme	People
sir-william-campbell-1758-1834	themes	theme	Politics and law
sir-william-h-hearst-1864-1941	details	title	Sir William H. Hearst 1864-1941
sir-william-h-hearst-1864-1941	details	text	Born near Tara, Hearst was appointed minister of lands, forests and mines in 1911 by Sir James Whitney. He became Ontario's seventh prime minister upon the death of Whitney in 1914, and held that post until his defeat in 1919 by the United Farmers of Ontario.
sir-william-h-hearst-1864-1941	location	region	Southwestern Ontario
sir-william-h-hearst-1864-1941	location	county	County of Bruce
sir-william-h-hearst-1864-1941	location	municipality	Municipality of Arran-Elderslie
sir-william-h-hearst-1864-1941	location	address	In Memorial Park, Yonge Street, Tara
sir-william-h-hearst-1864-1941	themes	theme	Industry and trade
sir-william-h-hearst-1864-1941	themes	theme	People
sir-william-h-hearst-1864-1941	themes	theme	Politics and law
sir-william-mackenzie-1849-1923	details	title	Sir William Mackenzie 1849-1923
sir-william-mackenzie-1849-1923	details	text	In 1899, William Mackenzie and Donald Mann organized the Canadian Northern Railway that later became a transcontinental line. His involvement in railway and power development projects in Europe, South America, the Caribbean and Canada earned Mackenzie international renown.
sir-william-mackenzie-1849-1923	location	region	Central Ontario
sir-william-mackenzie-1849-1923	location	county	City of Kawartha Lakes (District)
sir-william-mackenzie-1849-1923	location	municipality	City of Kawartha Lakes
sir-william-mackenzie-1849-1923	location	address	On the grounds of his former home, Mackenzie House, Nelson Street, Kirkfield
sir-william-mackenzie-1849-1923	themes	theme	Industry and trade
sir-william-mackenzie-1849-1923	themes	theme	People
sir-william-mackenzie-1849-1923	themes	theme	Transportation systems and communications
sir-william-mulock-1843-1944	details	title	Sir William Mulock 1843-1944
sir-william-mulock-1843-1944	details	text	A prominent lawyer and statesman, Mulock, who was born in Bond Head, served as postmaster-general and as minister of labour in Sir Wilfrid Laurier's cabinet. In 1924, he was appointed Chancellor of the University of Toronto and for 13 years served as chief justice of Ontario.
sir-william-mulock-1843-1944	location	region	Central Ontario
sir-william-mulock-1843-1944	location	county	County of Simcoe
sir-william-mulock-1843-1944	location	municipality	Town of Bradford West Gwillimbury
sir-william-mulock-1843-1944	location	address	In Memorial Park, County Road 27, Bond Head
sir-william-mulock-1843-1944	themes	theme	People
sir-william-mulock-1843-1944	themes	theme	Politics and law
sir-william-osler-1849-1919	details	title	Sir William Osler 1849-1919
sir-william-osler-1849-1919	details	text	A native of Bond Head, Osler graduated in medicine from McGill University in 1872. He was renowned as both teacher and physician at several distinguished medical schools and in his lectures and published works did much to revolutionize methods of medical instruction.
sir-william-osler-1849-1919	location	region	Central Ontario
sir-william-osler-1849-1919	location	county	County of Simcoe
sir-william-osler-1849-1919	location	municipality	Town of Bradford West Gwillimbury
sir-william-osler-1849-1919	location	address	On the grounds of the community centre, County Road 27, Bond Head
sir-william-osler-1849-1919	themes	theme	Education
sir-william-osler-1849-1919	themes	theme	People
sir-william-osler-1849-1919	themes	theme	Scientific and technological innovations
skirmishes-at-canard-river	details	title	Skirmishes at the Canard River
skirmishes-at-canard-river	details	text	The skirmishes that took place between British and American troops on the Canard River in July 1812 were the first encounters of any consequence on the western front in the War of 1812.
skirmishes-at-canard-river	location	region	Southwestern Ontario
skirmishes-at-canard-river	location	county	County of Essex
skirmishes-at-canard-river	location	municipality	Town of Amherstburg
skirmishes-at-canard-river	location	address	On County Road 18, at the bridge over the Canard River, about 8 km north of Amherstburg
skirmishes-at-canard-river	themes	theme	War and conflict
slomans-and-cnr-school-on-wheels	details	title	Slomans and the CNR School on Wheels, The
slomans-and-cnr-school-on-wheels	details	text	Established in 1926, the school-on-wheels program offered academic instruction and social services by train to children and adults in the outlying regions of northern Ontario. One of the first teachers was Fred Sloman of Clinton who, with his wife Cela, travelled the Capreol-to-Foleyet line for 39 years.
slomans-and-cnr-school-on-wheels	location	region	Southwestern Ontario
slomans-and-cnr-school-on-wheels	location	county	County of Huron
slomans-and-cnr-school-on-wheels	location	municipality	Municipality of Central Huron
slomans-and-cnr-school-on-wheels	location	address	At the school car, now restored, which the Slomans used, Sloman Memorial Park, Victoria Terrace, Clinton
slomans-and-cnr-school-on-wheels	themes	theme	Buildings and structures
slomans-and-cnr-school-on-wheels	themes	theme	Education
slomans-and-cnr-school-on-wheels	themes	theme	Transportation systems and communications
st-andrews	details	title	St. Andrew's
st-andrews	details	text	An outstanding example of Greek Revival ecclesiastical architecture, St. Andrew's was built in 1831 to replace an earlier Presbyterian church burned by American forces in 1813. The church still contains its original high pulpit and box pews, typical of the 1830s but rarely found in Ontario today.
st-andrews	location	region	Niagara Falls and Region
st-andrews	location	county	Regional Municipality of Niagara
st-andrews	location	municipality	Town of Niagara-on-the-Lake
st-andrews	location	address	On the grounds of the church, 323 Simcoe Street, Niagara-on-the-Lake
st-andrews	themes	theme	Buildings and structures
